county,candidate,votes
KENOSHA,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),1
KENOSHA,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
KENOSHA,SCATTERING,170
KEWAUNEE,MITT ROMNEY/PAUL RYAN,5747
KEWAUNEE,BARACK OBAMA/JOE BIDEN,5153
KEWAUNEE,VIRGIL GOODE/JIM CLYMER,27
KEWAUNEE,GARY JOHNSON/JAMES P. GRAY,56
KEWAUNEE,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",2
KEWAUNEE,JERRY WHITE/PHYLLIS SCHERRER,6
KEWAUNEE,JILL STEIN/BEN MANSKI,30
KEWAUNEE,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),0
KEWAUNEE,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
KEWAUNEE,SCATTERING,16
LA CROSSE,MITT ROMNEY/PAUL RYAN,25751
LA CROSSE,BARACK OBAMA/JOE BIDEN,36693
LA CROSSE,VIRGIL GOODE/JIM CLYMER,129
LA CROSSE,GARY JOHNSON/JAMES P. GRAY,547
LA CROSSE,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",9
LA CROSSE,JERRY WHITE/PHYLLIS SCHERRER,12
LA CROSSE,JILL STEIN/BEN MANSKI,176
LA CROSSE,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),8
LA CROSSE,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),5
LA CROSSE,SCATTERING,132
LAFAYETTE,MITT ROMNEY/PAUL RYAN,3314
LAFAYETTE,BARACK OBAMA/JOE BIDEN,4536
LAFAYETTE,VIRGIL GOODE/JIM CLYMER,17
LAFAYETTE,GARY JOHNSON/JAMES P. GRAY,46
LAFAYETTE,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",2
LAFAYETTE,JERRY WHITE/PHYLLIS SCHERRER,3
LAFAYETTE,JILL STEIN/BEN MANSKI,25
LAFAYETTE,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),0
LAFAYETTE,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
LAFAYETTE,SCATTERING,9
LANGLADE,MITT ROMNEY/PAUL RYAN,5816
LANGLADE,BARACK OBAMA/JOE BIDEN,4573
LANGLADE,VIRGIL GOODE/JIM CLYMER,26
LANGLADE,GARY JOHNSON/JAMES P. GRAY,49
LANGLADE,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",2
LANGLADE,JERRY WHITE/PHYLLIS SCHERRER,3
LANGLADE,JILL STEIN/BEN MANSKI,22
LANGLADE,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),0
LANGLADE,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
LANGLADE,SCATTERING,28
