county,candidate,votes
Snohomish,Mitt Romney / Paul Ryan,133016
Snohomish,Gary Johnson / James P. Gray,4788
Snohomish,Virgil Goode / James N. Clymer,1002
Snohomish,Jill Stein / Cheri Honkala,1753
Snohomish,Peta Lindsay / Yari Osorio,129
Snohomish,James Harris / Alyson Kennedy,123
Snohomish,Ross C. (Rocky) Anderson / Luis J. Rodriguez,490
Spokane,Barack Obama / Joe Biden,102295
Spokane,Mitt Romney / Paul Ryan,115285
Spokane,Gary Johnson / James P. Gray,3257
Spokane,Virgil Goode / James N. Clymer,1086
Spokane,Jill Stein / Cheri Honkala,1361
Spokane,Peta Lindsay / Yari Osorio,118
Spokane,James Harris / Alyson Kennedy,84
Spokane,Ross C. (Rocky) Anderson / Luis J. Rodriguez,344
Stevens,Barack Obama / Joe Biden,7762
Stevens,Mitt Romney / Paul Ryan,13691
Stevens,Gary Johnson / James P. Gray,329
Stevens,Virgil Goode / James N. Clymer,194
Stevens,Jill Stein / Cheri Honkala,130
Stevens,Peta Lindsay / Yari Osorio,11
Stevens,James Harris / Alyson Kennedy,13
Stevens,Ross C. (Rocky) Anderson / Luis J. Rodriguez,31
Thurston,Barack Obama / Joe Biden,74037
Thurston,Mitt Romney / Paul Ryan,49287
Thurston,Gary Johnson / James P. Gray,1737
Thurston,Virgil Goode / James N. Clymer,304
Thurston,Jill Stein / Cheri Honkala,1333
Thurston,Peta Lindsay / Yari Osorio,59
Thurston,James Harris / Alyson Kennedy,44
Thurston,Ross C. (Rocky) Anderson / Luis J. Rodriguez,262
Wahkiakum,Barack Obama / Joe Biden,1094
Wahkiakum,Mitt Romney / Paul Ryan,1119
Wahkiakum,Gary Johnson / James P. Gray,34
Wahkiakum,Virgil Goode / James N. Clymer,11
Wahkiakum,Jill Stein / Cheri Honkala,23
Wahkiakum,Peta Lindsay / Yari Osorio,1
Wahkiakum,James Harris / Alyson Kennedy,2
Wahkiakum,Ross C. (Rocky) Anderson / Luis J. Rodriguez,10
Walla Walla,Barack Obama / Joe Biden,9768
Walla Walla,Mitt Romney / Paul Ryan,14648
Walla Walla,Gary Johnson / James P. Gray,398
Walla Walla,Virgil Goode / James N. Clymer,71
Walla Walla,Jill Stein / Cheri Honkala,154
Walla Walla,Peta Lindsay / Yari Osorio,12
Walla Walla,James Harris / Alyson Kennedy,12
Walla Walla,Ross C. (Rocky) Anderson / Luis J. Rodriguez,45
Whatcom,Barack Obama / Joe Biden,57089
Whatcom,Mitt Romney / Paul Ryan,42703
Whatcom,Gary Johnson / James P. Gray,1383
Whatcom,Virgil Goode / James N. Clymer,287
Whatcom,Jill Stein / Cheri Honkala,1248
Whatcom,Peta Lindsay / Yari Osorio,57
Whatcom,James Harris / Alyson Kennedy,43
Whatcom,Ross C. (Rocky) Anderson / Luis J. Rodriguez,219
Whitman,Barack Obama / Joe Biden,8037
Whitman,Mitt Romney / Paul Ryan,8507
Whitman,Gary Johnson / James P. Gray,334
Whitman,Virgil Goode / James N. Clymer,64
Whitman,Jill Stein / Cheri Honkala,118
Whitman,Peta Lindsay / Yari Osorio,9
Whitman,James Harris / Alyson Kennedy,15
Whitman,Ross C. (Rocky) Anderson / Luis J. Rodriguez,37
Yakima,Barack Obama / Joe Biden,33217
Yakima,Mitt Romney / Paul Ryan,42239
Yakima,Gary Johnson / James P. Gray,749
Yakima,Virgil Goode / James N. Clymer,285
Yakima,Jill Stein / Cheri Honkala,330
Yakima,Peta Lindsay / Yari Osorio,28
Yakima,James Harris / Alyson Kennedy,30
Yakima,Ross C. (Rocky) Anderson / Luis J. Rodriguez,95
