county,candidate,votes
Lac Qui Parle,PETA LINDSAY AND YARI OSORIO,0
Lac Qui Parle,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",3
Lac Qui Parle,WRITE-IN**,10
Lake,MITT ROMNEY AND PAUL RYAN,2610
Lake,BARACK OBAMA AND JOE BIDEN,4043
Lake,GARY JOHNSON AND JIM GRAY,63
Lake,JAMES HARRIS AND MAURA DELUCA,0
Lake,VIRGIL GOODE AND JIM CLYMER,16
Lake,DEAN MORSTAD AND JOSH FRANKE-HYLAND,3
Lake,JILL STEIN AND CHERI HONKALA,44
Lake,JIM CARLSON AND GEORGE MCMAHON,15
Lake,PETA LINDSAY AND YARI OSORIO,0
Lake,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",3
Lake,WRITE-IN**,23
Lake Of The Woods,MITT ROMNEY AND PAUL RYAN,1306
Lake Of The Woods,BARACK OBAMA AND JOE BIDEN,859
Lake Of The Woods,GARY JOHNSON AND JIM GRAY,23
Lake Of The Woods,JAMES HARRIS AND MAURA DELUCA,3
Lake Of The Woods,VIRGIL GOODE AND JIM CLYMER,8
Lake Of The Woods,DEAN MORSTAD AND JOSH FRANKE-HYLAND,3
Lake Of The Woods,JILL STEIN AND CHERI HONKALA,9
Lake Of The Woods,JIM CARLSON AND GEORGE MCMAHON,8
Lake Of The Woods,PETA LINDSAY AND YARI OSORIO,0
Lake Of The Woods,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",1
Lake Of The Woods,WRITE-IN**,14
Le Sueur,MITT ROMNEY AND PAUL RYAN,7715
Le Sueur,BARACK OBAMA AND JOE BIDEN,6753
Le Sueur,GARY JOHNSON AND JIM GRAY,139
Le Sueur,JAMES HARRIS AND MAURA DELUCA,7
Le Sueur,VIRGIL GOODE AND JIM CLYMER,23
Le Sueur,DEAN MORSTAD AND JOSH FRANKE-HYLAND,7
Le Sueur,JILL STEIN AND CHERI HONKALA,50
Le Sueur,JIM CARLSON AND GEORGE MCMAHON,27
Le Sueur,PETA LINDSAY AND YARI OSORIO,1
Le Sueur,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",9
Le Sueur,WRITE-IN**,64
Lincoln,MITT ROMNEY AND PAUL RYAN,1595
Lincoln,BARACK OBAMA AND JOE BIDEN,1429
Lincoln,GARY JOHNSON AND JIM GRAY,41
Lincoln,JAMES HARRIS AND MAURA DELUCA,3
Lincoln,VIRGIL GOODE AND JIM CLYMER,13
Lincoln,DEAN MORSTAD AND JOSH FRANKE-HYLAND,3
Lincoln,JILL STEIN AND CHERI HONKALA,18
Lincoln,JIM CARLSON AND GEORGE MCMAHON,7
Lincoln,PETA LINDSAY AND YARI OSORIO,0
Lincoln,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",6
Lincoln,WRITE-IN**,5
Lyon,MITT ROMNEY AND PAUL RYAN,6594
Lyon,BARACK OBAMA AND JOE BIDEN,5465
Lyon,GARY JOHNSON AND JIM GRAY,156
Lyon,JAMES HARRIS AND MAURA DELUCA,5
Lyon,VIRGIL GOODE AND JIM CLYMER,17
Lyon,DEAN MORSTAD AND JOSH FRANKE-HYLAND,12
Lyon,JILL STEIN AND CHERI HONKALA,48
Lyon,JIM CARLSON AND GEORGE MCMAHON,27
Lyon,PETA LINDSAY AND YARI OSORIO,0
Lyon,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",9
Lyon,WRITE-IN**,55
Mcleod,MITT ROMNEY AND PAUL RYAN,11069
Mcleod,BARACK OBAMA AND JOE BIDEN,6968
Mcleod,GARY JOHNSON AND JIM GRAY,235
Mcleod,JAMES HARRIS AND MAURA DELUCA,10
Mcleod,VIRGIL GOODE AND JIM CLYMER,50
Mcleod,DEAN MORSTAD AND JOSH FRANKE-HYLAND,9
Mcleod,JILL STEIN AND CHERI HONKALA,68
Mcleod,JIM CARLSON AND GEORGE MCMAHON,29
Mcleod,PETA LINDSAY AND YARI OSORIO,5
Mcleod,"ROSS C. ""ROCKY"" ANDERSON AND LUIS J. RODRIGUEZ",10
Mcleod,WRITE-IN**,100
