county,candidate,votes
Escambia,MITT ROMNEY /PAUL RYAN (R),9287
Escambia,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",20
Escambia,GARY JOHNSON / JIM GRAY (I),55
Escambia,JILL STEIN / CHERI HONKALA (I),18
Escambia,WRITE-IN,25
Etowah,BARACK OBAMA / JOE BIDEN (D),12803
Etowah,MITT ROMNEY /PAUL RYAN (R),29130
Etowah,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",102
Etowah,GARY JOHNSON / JIM GRAY (I),395
Etowah,JILL STEIN / CHERI HONKALA (I),100
Etowah,WRITE-IN,94
Fayette,BARACK OBAMA / JOE BIDEN (D),1817
Fayette,MITT ROMNEY /PAUL RYAN (R),6054
Fayette,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",24
Fayette,GARY JOHNSON / JIM GRAY (I),43
Fayette,JILL STEIN / CHERI HONKALA (I),8
Fayette,WRITE-IN,12
Franklin,BARACK OBAMA / JOE BIDEN (D),3171
Franklin,MITT ROMNEY /PAUL RYAN (R),7567
Franklin,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",30
Franklin,GARY JOHNSON / JIM GRAY (I),69
Franklin,JILL STEIN / CHERI HONKALA (I),22
Franklin,WRITE-IN,22
Geneva,BARACK OBAMA / JOE BIDEN (D),2039
Geneva,MITT ROMNEY /PAUL RYAN (R),9175
Geneva,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",28
Geneva,GARY JOHNSON / JIM GRAY (I),63
Geneva,JILL STEIN / CHERI HONKALA (I),15
Geneva,WRITE-IN,11
Greene,BARACK OBAMA / JOE BIDEN (D),4521
Greene,MITT ROMNEY /PAUL RYAN (R),804
Greene,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",5
Greene,GARY JOHNSON / JIM GRAY (I),8
Greene,JILL STEIN / CHERI HONKALA (I),2
Greene,WRITE-IN,3
Hale,BARACK OBAMA / JOE BIDEN (D),5411
Hale,MITT ROMNEY /PAUL RYAN (R),3210
Hale,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",3
Hale,GARY JOHNSON / JIM GRAY (I),13
Hale,JILL STEIN / CHERI HONKALA (I),6
Hale,WRITE-IN,4
Henry,BARACK OBAMA / JOE BIDEN (D),3083
Henry,MITT ROMNEY /PAUL RYAN (R),5628
Henry,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",9
Henry,GARY JOHNSON / JIM GRAY (I),33
Henry,JILL STEIN / CHERI HONKALA (I),7
Henry,WRITE-IN,6
Houston,BARACK OBAMA / JOE BIDEN (D),12367
Houston,MITT ROMNEY /PAUL RYAN (R),29270
Houston,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",40
Houston,GARY JOHNSON / JIM GRAY (I),210
Houston,JILL STEIN / CHERI HONKALA (I),31
Houston,WRITE-IN,66
Jackson,BARACK OBAMA / JOE BIDEN (D),5822
Jackson,MITT ROMNEY /PAUL RYAN (R),14439
Jackson,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",65
Jackson,GARY JOHNSON / JIM GRAY (I),189
Jackson,JILL STEIN / CHERI HONKALA (I),62
Jackson,WRITE-IN,55
Jefferson,BARACK OBAMA / JOE BIDEN (D),159876
Jefferson,MITT ROMNEY /PAUL RYAN (R),141683
Jefferson,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",284
Jefferson,GARY JOHNSON / JIM GRAY (I),1637
Jefferson,JILL STEIN / CHERI HONKALA (I),438
Jefferson,WRITE-IN,605
Lamar,BARACK OBAMA / JOE BIDEN (D),1646
Lamar,MITT ROMNEY /PAUL RYAN (R),5457
Lamar,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",20
Lamar,GARY JOHNSON / JIM GRAY (I),34
Lamar,JILL STEIN / CHERI HONKALA (I),9
Lamar,WRITE-IN,10
Lauderdale,BARACK OBAMA / JOE BIDEN (D),12511
Lauderdale,MITT ROMNEY /PAUL RYAN (R),23911
Lauderdale,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",103
Lauderdale,GARY JOHNSON / JIM GRAY (I),293
Lauderdale,JILL STEIN / CHERI HONKALA (I),106
Lauderdale,WRITE-IN,108
Lawrence,BARACK OBAMA / JOE BIDEN (D),5069
Lawrence,MITT ROMNEY /PAUL RYAN (R),8874
Lawrence,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",32
Lawrence,GARY JOHNSON / JIM GRAY (I),107
Lawrence,JILL STEIN / CHERI HONKALA (I),30
Lawrence,WRITE-IN,36
Lee,BARACK OBAMA / JOE BIDEN (D),21381
Lee,MITT ROMNEY /PAUL RYAN (R),32194
Lee,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",82
Lee,GARY JOHNSON / JIM GRAY (I),604
Lee,JILL STEIN / CHERI HONKALA (I),98
Lee,WRITE-IN,137
Limestone,BARACK OBAMA / JOE BIDEN (D),9829
Limestone,MITT ROMNEY /PAUL RYAN (R),25295
Limestone,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",63
Limestone,GARY JOHNSON / JIM GRAY (I),218
Limestone,JILL STEIN / CHERI HONKALA (I),54
Limestone,WRITE-IN,81
Lowndes,BARACK OBAMA / JOE BIDEN (D),5747
Lowndes,MITT ROMNEY /PAUL RYAN (R),1756
Lowndes,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",2
Lowndes,GARY JOHNSON / JIM GRAY (I),15
Lowndes,JILL STEIN / CHERI HONKALA (I),1
Lowndes,WRITE-IN,2
Macon,BARACK OBAMA / JOE BIDEN (D),9045
Macon,MITT ROMNEY /PAUL RYAN (R),1331
Macon,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",1
Macon,GARY JOHNSON / JIM GRAY (I),14
Macon,JILL STEIN / CHERI HONKALA (I),3
Macon,WRITE-IN,2
Madison,BARACK OBAMA / JOE BIDEN (D),62015
Madison,MITT ROMNEY /PAUL RYAN (R),90884
Madison,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",248
Madison,GARY JOHNSON / JIM GRAY (I),1531
Madison,JILL STEIN / CHERI HONKALA (I),381
Madison,WRITE-IN,369
Marengo,BARACK OBAMA / JOE BIDEN (D),6167
Marengo,MITT ROMNEY /PAUL RYAN (R),5336
Marengo,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",10
Marengo,GARY JOHNSON / JIM GRAY (I),15
Marengo,JILL STEIN / CHERI HONKALA (I),9
Marengo,WRITE-IN,6
Marion,BARACK OBAMA / JOE BIDEN (D),2249
Marion,MITT ROMNEY /PAUL RYAN (R),9697
Marion,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",34
Marion,GARY JOHNSON / JIM GRAY (I),97
Marion,JILL STEIN / CHERI HONKALA (I),28
Marion,WRITE-IN,24
Marshall,BARACK OBAMA / JOE BIDEN (D),6299
Marshall,MITT ROMNEY /PAUL RYAN (R),25867
Marshall,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",78
Marshall,GARY JOHNSON / JIM GRAY (I),228
Marshall,JILL STEIN / CHERI HONKALA (I),94
Marshall,WRITE-IN,78
Mobile,BARACK OBAMA / JOE BIDEN (D),78760
Mobile,MITT ROMNEY /PAUL RYAN (R),94893
Mobile,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",138
Mobile,GARY JOHNSON / JIM GRAY (I),822
Mobile,JILL STEIN / CHERI HONKALA (I),251
Mobile,WRITE-IN,276
Monroe,BARACK OBAMA / JOE BIDEN (D),4914
Monroe,MITT ROMNEY /PAUL RYAN (R),5741
Monroe,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",12
Monroe,GARY JOHNSON / JIM GRAY (I),28
Monroe,JILL STEIN / CHERI HONKALA (I),13
Monroe,WRITE-IN,9
Montgomery,BARACK OBAMA / JOE BIDEN (D),63085
Montgomery,MITT ROMNEY /PAUL RYAN (R),38332
Montgomery,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",68
Montgomery,GARY JOHNSON / JIM GRAY (I),339
Montgomery,JILL STEIN / CHERI HONKALA (I),100
Montgomery,WRITE-IN,143
Morgan,BARACK OBAMA / JOE BIDEN (D),13439
Morgan,MITT ROMNEY /PAUL RYAN (R),35391
Morgan,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",84
Morgan,GARY JOHNSON / JIM GRAY (I),321
Morgan,JILL STEIN / CHERI HONKALA (I),88
Morgan,WRITE-IN,136
Perry,BARACK OBAMA / JOE BIDEN (D),4568
Perry,MITT ROMNEY /PAUL RYAN (R),1506
Perry,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",2
Perry,GARY JOHNSON / JIM GRAY (I),15
Perry,JILL STEIN / CHERI HONKALA (I),8
Perry,WRITE-IN,2
Pickens,BARACK OBAMA / JOE BIDEN (D),4455
Pickens,MITT ROMNEY /PAUL RYAN (R),5124
Pickens,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",11
Pickens,GARY JOHNSON / JIM GRAY (I),16
Pickens,JILL STEIN / CHERI HONKALA (I),5
Pickens,WRITE-IN,10
Pike,BARACK OBAMA / JOE BIDEN (D),6035
Pike,MITT ROMNEY /PAUL RYAN (R),7963
Pike,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",15
Pike,GARY JOHNSON / JIM GRAY (I),76
Pike,JILL STEIN / CHERI HONKALA (I),18
Pike,WRITE-IN,16
Randolph,BARACK OBAMA / JOE BIDEN (D),3078
Randolph,MITT ROMNEY /PAUL RYAN (R),7224
Randolph,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",19
Randolph,GARY JOHNSON / JIM GRAY (I),55
Randolph,JILL STEIN / CHERI HONKALA (I),22
Randolph,WRITE-IN,23
Russell,BARACK OBAMA / JOE BIDEN (D),10500
Russell,MITT ROMNEY /PAUL RYAN (R),8278
